,0.62552,0.58935,0.64704,0.65764
,0.5518,0.50079,0.52501,0.64284
,0.50099,0.47513,0.4481,0.62438
,0.34849,0.46037,0.42237,0.53557
,0.32773,0.42725,0.33114,0.53092
,0.32727,0.35367,0.23235,0.50665
,0.32506,0.2878,0.199,0.50097
,0.32324,0.28442,0.19161,0.48742
,0.31849,0.28248,0.18514,0.48092
,0.31832,0.26335,0.18347,0.47697
,0.30572,0.26264,0.18205,0.46605
,0.30311,0.26187,0.18168,0.45341
,0.29512,0.26177,0.17203,0.4519
,0.29155,0.26123,0.17078,0.44775
,0.28802,0.25905,0.16826,0.44645
,0.28431,0.25348,0.16731,0.44504
,0.28414,0.25274,0.16232,0.42929
,0.28234,0.24948,0.15784,0.42407
,0.27907,0.24867,0.15629,0.42326
,0.27339,0.24328,0.15579,0.42215
,0.27191,0.24209,0.14829,0.41543
,0.27031,0.24116,0.14751,0.41422
,0.27028,0.24102,0.1465,0.40751
,0.26471,0.23954,0.1439,0.4014
,0.26273,0.23872,0.13997,0.38381
,0.262,0.23701,0.1378,0.38345
,0.26155,0.23654,0.13636,0.38312
,0.26144,0.23557,0.13605,0.38042
,0.25848,0.23515,0.13502,0.37867
,0.2573,0.23227,0.1339,0.37828
,0.25333,0.22552,0.13078,0.36244
,0.25286,0.22545,0.12895,0.36178
,0.25163,0.22229,0.12825,0.36179
,0.24969,0.22176,0.1249,0.36153
,0.24933,0.2214,0.12354,0.3571
,0.24907,0.21996,0.12305,0.35662
,0.24901,0.21771,0.11934,0.35264
,0.24879,0.21755,0.11851,0.34712
,0.2473,0.21593,0.11803,0.34669
,0.24462,0.21316,0.11636,0.34595
,0.24201,,0.11498,0.34179
,0.242,,0.11465,
,0.23603,,0.11371,
,0.236,,0.11155,
,0.23432,,0.10802,
,0.23111,,0.10755,
,0.22947,,0.10708,
,0.2255,,0.10643,
,0.22476,,0.1054,
,0.2233,,0.10476,
,0.2218,,0.10411,
,,,0.10312,
,,,0.10279,
,,,0.10213,
,,,0.10169,
,,,0.10084,
,,,0.098897,
,,,0.097775,
,,,0.097293,
,,,0.096594,
,,,0.095659,
,,,0.094849,
,,,0.094733,
,,,0.094534,
,,,0.092715,
,,,0.09227,
,,,0.092192,
,,,0.09068,
,,,0.09035,
,,,0.088895,
,,,0.088056,
,,,0.087811,
,,,0.087488,
